freq (Hz),output noise; A / sqrt(Hz) a 1 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 20  (A / sqrt(Hz))
6.91831,1.74270E-9,771.830E-12,432.567E-12,253.906E-12,131.656E-12,79.8073E-12,56.5214E-12,45.7312E-12,40.5694E-12,37.8166E-12,36.1164E-12,34.9369E-12,34.0535E-12,33.3573E-12,32.7892E-12,32.3135E-12,31.9072E-12,31.5546E-12,31.2448E-12,30.9695E-12,2.65395E-9,1.45289E-9,942.484E-12,561.527E-12,293.999E-12,175.231E-12,120.120E-12,93.9395E-12,81.1666E-12,74.2383E-12,69.8987E-12,66.8582E-12,64.5671E-12,62.7574E-12,61.2808E-12,60.0470E-12,58.9970E-12,58.0902E-12,57.2974E-12,56.5972E-12,3.38016E-9,2.10359E-9,1.51806E-9,907.589E-12,481.395E-12,286.304E-12,194.001E-12,149.543E-12,127.567E-12,115.476E-12,107.805E-12,102.377E-12,98.2577E-12,94.9893E-12,92.3149E-12,90.0770E-12,88.1716E-12,86.5264E-12,85.0895E-12,83.8220E-12,3.99830E-9,2.72140E-9,2.14068E-9,1.27714E-9,686.504E-12,409.286E-12,276.124E-12,211.341E-12,179.002E-12,161.007E-12,149.469E-12,141.238E-12,134.955E-12,129.948E-12,125.838E-12,122.392E-12,119.454E-12,116.915E-12,114.696E-12,112.739E-12,4.54332E-9,3.30926E-9,2.79817E-9,1.66092E-9,904.487E-12,541.604E-12,365.006E-12,278.388E-12,234.804E-12,210.322E-12,194.487E-12,183.112E-12,174.386E-12,167.406E-12,161.661E-12,156.833E-12,152.710E-12,149.143E-12,146.024E-12,143.272E-12
7.07946,1.72276E-9,763.006E-12,427.657E-12,251.102E-12,130.313E-12,79.1062E-12,56.1176E-12,45.4693E-12,40.3787E-12,37.6659E-12,35.9915E-12,34.8303E-12,33.9605E-12,33.2750E-12,32.7155E-12,32.2469E-12,31.8464E-12,31.4988E-12,31.1933E-12,30.9217E-12,2.62358E-9,1.43627E-9,931.756E-12,555.250E-12,290.874E-12,173.537E-12,119.104E-12,93.2547E-12,80.6514E-12,73.8209E-12,69.5458E-12,66.5519E-12,64.2966E-12,62.5155E-12,61.0622E-12,59.8479E-12,58.8143E-12,57.9215E-12,57.1409E-12,56.4513E-12,3.34147E-9,2.07953E-9,1.50076E-9,897.390E-12,476.184E-12,283.416E-12,192.230E-12,148.324E-12,126.633E-12,114.709E-12,107.149E-12,101.802E-12,97.7462E-12,94.5288E-12,91.8965E-12,89.6940E-12,87.8188E-12,86.1996E-12,84.7853E-12,83.5378E-12,3.95253E-9,2.69027E-9,2.11627E-9,1.26274E-9,678.996E-12,405.056E-12,273.489E-12,209.500E-12,177.575E-12,159.824E-12,148.449E-12,140.339E-12,134.150E-12,129.220E-12,125.174E-12,121.782E-12,118.890E-12,116.391E-12,114.208E-12,112.282E-12,4.49132E-9,3.27140E-9,2.76625E-9,1.64215E-9,894.528E-12,535.916E-12,361.422E-12,275.857E-12,232.824E-12,208.667E-12,193.052E-12,181.842E-12,173.245E-12,166.370E-12,160.712E-12,155.959E-12,151.900E-12,148.390E-12,145.320E-12,142.611E-12
7.24436,1.70304E-9,754.284E-12,422.803E-12,248.331E-12,128.986E-12,78.4149E-12,55.7202E-12,45.2120E-12,40.1914E-12,37.5181E-12,35.8690E-12,34.7257E-12,33.8694E-12,33.1944E-12,32.6434E-12,32.1816E-12,31.7869E-12,31.4442E-12,31.1428E-12,30.8749E-12,2.59355E-9,1.41985E-9,921.151E-12,549.047E-12,287.787E-12,171.865E-12,118.102E-12,92.5805E-12,80.1448E-12,73.4108E-12,69.1991E-12,66.2512E-12,64.0312E-12,62.2782E-12,60.8479E-12,59.6526E-12,58.6352E-12,57.7562E-12,56.9876E-12,56.3085E-12,3.30322E-9,2.05574E-9,1.48365E-9,887.309E-12,471.037E-12,280.566E-12,190.484E-12,147.123E-12,125.714E-12,113.954E-12,106.503E-12,101.237E-12,97.2437E-12,94.0766E-12,91.4859E-12,89.3182E-12,87.4726E-12,85.8791E-12,84.4871E-12,83.2591E-12,3.90729E-9,2.65950E-9,2.09214E-9,1.24851E-9,671.578E-12,400.879E-12,270.890E-12,207.686E-12,176.170E-12,158.658E-12,147.445E-12,139.454E-12,133.359E-12,128.505E-12,124.522E-12,121.183E-12,118.337E-12,115.878E-12,113.729E-12,111.833E-12,4.43991E-9,3.23398E-9,2.73469E-9,1.62361E-9,884.687E-12,530.299E-12,357.884E-12,273.360E-12,230.872E-12,207.036E-12,191.639E-12,180.591E-12,172.122E-12,165.351E-12,159.780E-12,155.100E-12,151.105E-12,147.649E-12,144.628E-12,141.961E-12
7.41310,1.68355E-9,745.661E-12,418.005E-12,245.593E-12,127.677E-12,77.7335E-12,55.3290E-12,44.9591E-12,40.0076E-12,37.3731E-12,35.7489E-12,34.6232E-12,33.7801E-12,33.1155E-12,32.5727E-12,32.1177E-12,31.7287E-12,31.3908E-12,31.0935E-12,30.8291E-12,2.56387E-9,1.40361E-9,910.668E-12,542.916E-12,284.738E-12,170.216E-12,117.116E-12,91.9170E-12,79.6466E-12,73.0077E-12,68.8587E-12,65.9560E-12,63.7708E-12,62.0454E-12,60.6376E-12,59.4612E-12,58.4596E-12,57.5942E-12,56.8373E-12,56.1685E-12,3.26542E-9,2.03223E-9,1.46675E-9,877.345E-12,465.952E-12,277.751E-12,188.761E-12,145.939E-12,124.809E-12,113.211E-12,105.869E-12,100.682E-12,96.7502E-12,93.6326E-12,91.0827E-12,88.9494E-12,87.1330E-12,85.5647E-12,84.1946E-12,82.9858E-12,3.86257E-9,2.62908E-9,2.06828E-9,1.23445E-9,664.249E-12,396.755E-12,268.326E-12,205.898E-12,174.786E-12,157.511E-12,146.458E-12,138.585E-12,132.582E-12,127.802E-12,123.882E-12,120.595E-12,117.794E-12,115.373E-12,113.258E-12,111.393E-12,4.38910E-9,3.19698E-9,2.70350E-9,1.60528E-9,874.964E-12,524.752E-12,354.393E-12,270.898E-12,228.948E-12,205.430E-12,190.249E-12,179.361E-12,171.017E-12,164.349E-12,158.864E-12,154.257E-12,150.324E-12,146.923E-12,143.949E-12,141.324E-12
7.58578,1.66428E-9,737.136E-12,413.263E-12,242.887E-12,126.384E-12,77.0618E-12,54.9441E-12,44.7106E-12,39.8271E-12,37.2308E-12,35.6311E-12,34.5227E-12,33.6926E-12,33.0381E-12,32.5035E-12,32.0551E-12,31.6717E-12,31.3385E-12,31.0452E-12,30.7843E-12,2.53452E-9,1.38756E-9,900.306E-12,536.858E-12,281.727E-12,168.588E-12,116.143E-12,91.2638E-12,79.1568E-12,72.6117E-12,68.5243E-12,65.6663E-12,63.5152E-12,61.8170E-12,60.4315E-12,59.2735E-12,58.2875E-12,57.4355E-12,56.6901E-12,56.0313E-12,3.22804E-9,2.00898E-9,1.45004E-9,867.498E-12,460.928E-12,274.973E-12,187.063E-12,144.773E-12,123.918E-12,112.481E-12,105.245E-12,100.136E-12,96.2654E-12,93.1967E-12,90.6870E-12,88.5875E-12,86.7999E-12,85.2563E-12,83.9078E-12,82.7179E-12,3.81836E-9,2.59900E-9,2.04470E-9,1.22054E-9,657.007E-12,392.682E-12,265.796E-12,204.135E-12,173.422E-12,156.382E-12,145.486E-12,137.729E-12,131.818E-12,127.112E-12,123.252E-12,120.018E-12,117.260E-12,114.878E-12,112.797E-12,110.961E-12,4.33886E-9,3.16041E-9,2.67266E-9,1.58716E-9,865.356E-12,519.274E-12,350.948E-12,268.470E-12,227.052E-12,203.849E-12,188.880E-12,178.150E-12,169.931E-12,163.363E-12,157.963E-12,153.428E-12,149.556E-12,146.209E-12,143.282E-12,140.699E-12
7.76247,1.64523E-9,728.710E-12,408.575E-12,240.214E-12,125.107E-12,76.3996E-12,54.5653E-12,44.4663E-12,39.6500E-12,37.0912E-12,35.5156E-12,34.4243E-12,33.6069E-12,32.9623E-12,32.4357E-12,31.9939E-12,31.6159E-12,31.2873E-12,30.9979E-12,30.7404E-12,2.50551E-9,1.37169E-9,890.063E-12,530.871E-12,278.752E-12,166.983E-12,115.185E-12,90.6210E-12,78.6751E-12,72.2226E-12,68.1960E-12,65.3819E-12,63.2645E-12,61.5930E-12,60.2293E-12,59.0895E-12,58.1189E-12,57.2799E-12,56.5459E-12,55.8970E-12,3.19109E-9,1.98600E-9,1.43352E-9,857.766E-12,455.965E-12,272.231E-12,185.388E-12,143.624E-12,123.042E-12,111.762E-12,104.632E-12,99.6003E-12,95.7893E-12,92.7687E-12,90.2987E-12,88.2324E-12,86.4731E-12,84.9539E-12,83.6265E-12,82.4553E-12,3.77466E-9,2.56927E-9,2.02139E-9,1.20680E-9,649.853E-12,388.661E-12,263.301E-12,202.398E-12,172.079E-12,155.270E-12,144.530E-12,136.888E-12,131.067E-12,126.433E-12,122.634E-12,119.450E-12,116.737E-12,114.392E-12,112.344E-12,110.537E-12,4.28920E-9,3.12426E-9,2.64218E-9,1.56926E-9,855.863E-12,513.864E-12,347.548E-12,266.076E-12,225.185E-12,202.292E-12,187.533E-12,176.959E-12,168.862E-12,162.395E-12,157.078E-12,152.613E-12,148.803E-12,145.508E-12,142.627E-12,140.085E-12
7.94328,1.62640E-9,720.380E-12,403.942E-12,237.572E-12,123.847E-12,75.7470E-12,54.1926E-12,44.2264E-12,39.4761E-12,36.9543E-12,35.4024E-12,34.3278E-12,33.5229E-12,32.8881E-12,32.3693E-12,31.9339E-12,31.5612E-12,31.2371E-12,30.9516E-12,30.6975E-12,2.47683E-9,1.35600E-9,879.939E-12,524.953E-12,275.815E-12,165.398E-12,114.241E-12,89.9884E-12,78.2015E-12,71.8403E-12,67.8736E-12,65.1028E-12,63.0185E-12,61.3734E-12,60.0311E-12,58.9091E-12,57.9536E-12,57.1275E-12,56.4046E-12,55.7654E-12,3.15457E-9,1.96329E-9,1.41719E-9,848.148E-12,451.063E-12,269.525E-12,183.736E-12,142.493E-12,122.179E-12,111.056E-12,104.029E-12,99.0737E-12,95.3218E-12,92.3485E-12,89.9175E-12,87.8839E-12,86.1525E-12,84.6573E-12,83.3508E-12,82.1978E-12,3.73146E-9,2.53989E-9,1.99835E-9,1.19322E-9,642.784E-12,384.692E-12,260.839E-12,200.686E-12,170.757E-12,154.177E-12,143.590E-12,136.062E-12,130.329E-12,125.767E-12,122.027E-12,118.894E-12,116.223E-12,113.916E-12,111.900E-12,110.121E-12,4.24011E-9,3.08852E-9,2.61205E-9,1.55156E-9,846.483E-12,508.522E-12,344.193E-12,263.716E-12,223.344E-12,200.758E-12,186.207E-12,175.787E-12,167.812E-12,161.443E-12,156.208E-12,151.813E-12,148.062E-12,144.819E-12,141.984E-12,139.482E-12
8.12831,1.60778E-9,712.146E-12,399.362E-12,234.962E-12,122.603E-12,75.1037E-12,53.8258E-12,43.9906E-12,39.3054E-12,36.8201E-12,35.2915E-12,34.2332E-12,33.4406E-12,32.8155E-12,32.3043E-12,31.8752E-12,31.5077E-12,31.1881E-12,30.9063E-12,30.6554E-12,2.44849E-9,1.34050E-9,869.930E-12,519.106E-12,272.914E-12,163.835E-12,113.310E-12,89.3659E-12,77.7360E-12,71.4647E-12,67.5571E-12,64.8289E-12,62.7772E-12,61.1580E-12,59.8368E-12,58.7323E-12,57.7916E-12,56.9782E-12,56.2662E-12,55.6365E-12,3.11846E-9,1.94084E-9,1.40105E-9,838.642E-12,446.220E-12,266.853E-12,182.108E-12,141.379E-12,121.330E-12,110.361E-12,103.437E-12,98.5565E-12,94.8626E-12,91.9360E-12,89.5435E-12,87.5421E-12,85.8381E-12,84.3664E-12,83.0804E-12,81.9454E-12,3.68875E-9,2.51084E-9,1.97558E-9,1.17980E-9,635.800E-12,380.772E-12,258.410E-12,198.998E-12,169.455E-12,153.100E-12,142.665E-12,135.249E-12,129.603E-12,125.112E-12,121.431E-12,118.347E-12,115.719E-12,113.448E-12,111.464E-12,109.714E-12,4.19158E-9,3.05320E-9,2.58226E-9,1.53407E-9,837.215E-12,503.246E-12,340.883E-12,261.389E-12,221.531E-12,199.248E-12,184.902E-12,174.634E-12,166.779E-12,160.507E-12,155.353E-12,151.027E-12,147.335E-12,144.143E-12,141.353E-12,138.891E-12
8.31764,1.58938E-9,704.006E-12,394.835E-12,232.383E-12,121.376E-12,74.4697E-12,53.4650E-12,43.7590E-12,39.1379E-12,36.6884E-12,35.1827E-12,34.1406E-12,33.3601E-12,32.7443E-12,32.2406E-12,31.8177E-12,31.4554E-12,31.1400E-12,30.8620E-12,30.6143E-12,2.42046E-9,1.32517E-9,860.038E-12,513.327E-12,270.048E-12,162.293E-12,112.394E-12,88.7533E-12,77.2783E-12,71.0958E-12,67.2464E-12,64.5601E-12,62.5405E-12,60.9467E-12,59.6463E-12,58.5591E-12,57.6328E-12,56.8318E-12,56.1306E-12,55.5102E-12,3.08277E-9,1.91864E-9,1.38510E-9,829.247E-12,441.436E-12,264.216E-12,180.502E-12,140.281E-12,120.494E-12,109.677E-12,102.855E-12,98.0483E-12,94.4118E-12,91.5312E-12,89.1765E-12,87.2068E-12,85.5297E-12,84.0812E-12,82.8153E-12,81.6980E-12,3.64653E-9,2.48212E-9,1.95306E-9,1.16654E-9,628.901E-12,376.902E-12,256.015E-12,197.335E-12,168.172E-12,152.041E-12,141.756E-12,134.450E-12,128.890E-12,124.469E-12,120.846E-12,117.810E-12,115.224E-12,112.989E-12,111.036E-12,109.314E-12,4.14360E-9,3.01827E-9,2.55282E-9,1.51678E-9,828.057E-12,498.036E-12,337.617E-12,259.094E-12,219.744E-12,197.761E-12,183.617E-12,173.500E-12,165.763E-12,159.587E-12,154.513E-12,150.255E-12,146.621E-12,143.480E-12,140.734E-12,138.311E-12
8.51138,1.57119E-9,695.959E-12,390.360E-12,229.834E-12,120.164E-12,73.8448E-12,53.1100E-12,43.5314E-12,38.9735E-12,36.5592E-12,35.0760E-12,34.0498E-12,33.2811E-12,32.6746E-12,32.1783E-12,31.7614E-12,31.4041E-12,31.0930E-12,30.8187E-12,30.5741E-12,2.39276E-9,1.31002E-9,850.259E-12,507.616E-12,267.219E-12,160.772E-12,111.490E-12,88.1505E-12,76.8284E-12,70.7334E-12,66.9413E-12,64.2963E-12,62.3083E-12,60.7396E-12,59.4595E-12,58.3892E-12,57.4773E-12,56.6885E-12,55.9977E-12,55.3866E-12,3.04749E-9,1.89670E-9,1.36933E-9,819.962E-12,436.710E-12,261.614E-12,178.920E-12,139.200E-12,119.672E-12,109.006E-12,102.283E-12,97.5492E-12,93.9691E-12,91.1338E-12,88.8163E-12,86.8778E-12,85.2273E-12,83.8016E-12,82.5555E-12,81.4555E-12,3.60479E-9,2.45373E-9,1.93081E-9,1.15343E-9,622.085E-12,373.082E-12,253.652E-12,195.696E-12,166.909E-12,150.998E-12,140.861E-12,133.664E-12,128.190E-12,123.837E-12,120.271E-12,117.284E-12,114.738E-12,112.539E-12,110.617E-12,108.922E-12,4.09618E-9,2.98375E-9,2.52371E-9,1.49969E-9,819.010E-12,492.892E-12,334.394E-12,256.832E-12,217.984E-12,196.297E-12,182.354E-12,172.385E-12,164.764E-12,158.683E-12,153.688E-12,149.496E-12,145.920E-12,142.828E-12,140.126E-12,137.741E-12
8.70964,1.55321E-9,688.005E-12,385.937E-12,227.316E-12,118.967E-12,73.2291E-12,52.7608E-12,43.3079E-12,38.8122E-12,36.4326E-12,34.9715E-12,33.9608E-12,33.2038E-12,32.6063E-12,32.1173E-12,31.7063E-12,31.3540E-12,31.0470E-12,30.7762E-12,30.5347E-12,2.36537E-9,1.29504E-9,840.593E-12,501.973E-12,264.424E-12,159.272E-12,110.601E-12,87.5575E-12,76.3861E-12,70.3774E-12,66.6418E-12,64.0375E-12,62.0805E-12,60.5364E-12,59.2765E-12,58.2228E-12,57.3249E-12,56.5480E-12,55.8676E-12,55.2654E-12,3.01261E-9,1.87501E-9,1.35374E-9,810.785E-12,432.041E-12,259.045E-12,177.359E-12,138.136E-12,118.863E-12,108.345E-12,101.721E-12,97.0590E-12,93.5345E-12,90.7438E-12,88.4630E-12,86.5552E-12,84.9307E-12,83.5274E-12,82.3008E-12,81.2178E-12,3.56353E-9,2.42566E-9,1.90881E-9,1.14047E-9,615.350E-12,369.310E-12,251.321E-12,194.081E-12,165.666E-12,149.973E-12,139.981E-12,132.892E-12,127.501E-12,123.217E-12,119.707E-12,116.766E-12,114.261E-12,112.097E-12,110.205E-12,108.537E-12,4.04929E-9,2.94962E-9,2.49494E-9,1.48280E-9,810.070E-12,487.813E-12,331.214E-12,254.602E-12,216.251E-12,194.856E-12,181.110E-12,171.288E-12,163.782E-12,157.795E-12,152.878E-12,148.751E-12,145.232E-12,142.189E-12,139.529E-12,137.182E-12
8.91251,1.53543E-9,680.142E-12,381.565E-12,224.828E-12,117.786E-12,72.6223E-12,52.4173E-12,43.0884E-12,38.6539E-12,36.3084E-12,34.8691E-12,33.8737E-12,33.1281E-12,32.5394E-12,32.0575E-12,31.6524E-12,31.3049E-12,31.0020E-12,30.7347E-12,30.4962E-12,2.33830E-9,1.28023E-9,831.038E-12,496.396E-12,261.664E-12,157.791E-12,109.725E-12,86.9740E-12,75.9515E-12,70.0278E-12,66.3478E-12,63.7836E-12,61.8572E-12,60.3373E-12,59.0970E-12,58.0597E-12,57.1755E-12,56.4104E-12,55.7402E-12,55.1468E-12,2.97813E-9,1.85356E-9,1.33833E-9,801.716E-12,427.430E-12,256.510E-12,175.821E-12,137.087E-12,118.067E-12,107.695E-12,101.168E-12,96.5775E-12,93.1078E-12,90.3610E-12,88.1163E-12,86.2387E-12,84.6398E-12,83.2586E-12,82.0511E-12,80.9849E-12,3.52275E-9,2.39792E-9,1.88706E-9,1.12766E-9,608.697E-12,365.587E-12,249.023E-12,192.490E-12,164.442E-12,148.963E-12,139.116E-12,132.133E-12,126.825E-12,122.608E-12,119.153E-12,116.259E-12,113.793E-12,111.663E-12,109.802E-12,108.160E-12,4.00295E-9,2.91588E-9,2.46650E-9,1.46610E-9,801.238E-12,482.798E-12,328.077E-12,252.404E-12,214.543E-12,193.438E-12,179.887E-12,170.209E-12,162.817E-12,156.922E-12,152.081E-12,148.020E-12,144.556E-12,141.561E-12,138.944E-12,136.634E-12
9.12011,1.51786E-9,672.369E-12,377.244E-12,222.370E-12,116.621E-12,72.0243E-12,52.0794E-12,42.8727E-12,38.4985E-12,36.1866E-12,34.7687E-12,33.7883E-12,33.0539E-12,32.4740E-12,31.9990E-12,31.5996E-12,31.2568E-12,30.9579E-12,30.6940E-12,30.4585E-12,2.31154E-9,1.26559E-9,821.593E-12,490.884E-12,258.939E-12,156.331E-12,108.861E-12,86.4000E-12,75.5243E-12,69.6845E-12,66.0593E-12,63.5344E-12,61.6381E-12,60.1420E-12,58.9211E-12,57.8998E-12,57.0292E-12,56.2757E-12,55.6153E-12,55.0307E-12,2.94404E-9,1.83237E-9,1.32310E-9,792.753E-12,422.875E-12,254.009E-12,174.304E-12,136.055E-12,117.284E-12,107.057E-12,100.626E-12,96.1046E-12,92.6889E-12,89.9854E-12,87.7761E-12,85.9283E-12,84.3546E-12,82.9950E-12,81.8063E-12,80.7566E-12,3.48243E-9,2.37050E-9,1.86556E-9,1.11501E-9,602.125E-12,361.911E-12,246.756E-12,190.922E-12,163.237E-12,147.971E-12,138.266E-12,131.387E-12,126.161E-12,122.009E-12,118.609E-12,115.761E-12,113.334E-12,111.238E-12,109.406E-12,107.790E-12,3.95713E-9,2.88253E-9,2.43839E-9,1.44960E-9,792.512E-12,477.845E-12,324.982E-12,250.237E-12,212.861E-12,192.041E-12,178.683E-12,169.148E-12,161.868E-12,156.064E-12,151.299E-12,147.301E-12,143.892E-12,140.945E-12,138.369E-12,136.096E-12
