freq (Hz),output noise; A / sqrt(Hz) b 8 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 4  (A / sqrt(Hz))
2.13796,333.695E-12,283.510E-12,251.260E-12,247.937E-12,293.015E-12,313.079E-12,259.667E-12,225.037E-12,213.478E-12,233.327E-12,311.272E-12,257.360E-12,221.864E-12,207.646E-12,220.170E-12,310.874E-12,256.812E-12,220.942E-12,205.613E-12,214.460E-12,310.743E-12,256.607E-12,220.526E-12,204.539E-12,211.254E-12,310.688E-12,256.509E-12,220.293E-12,203.904E-12,209.210E-12,310.660E-12,256.454E-12,220.152E-12,203.317E-12,207.799E-12,310.644E-12,256.421E-12,220.052E-12,202.991E-12,206.771E-12,310.633E-12,256.397E-12,219.979E-12,202.745E-12,205.989E-12
2.18776,329.899E-12,280.309E-12,248.469E-12,245.252E-12,289.897E-12,309.519E-12,256.739E-12,222.545E-12,211.188E-12,230.912E-12,307.733E-12,254.457E-12,219.407E-12,205.423E-12,217.914E-12,307.339E-12,253.915E-12,218.494E-12,203.412E-12,212.273E-12,307.208E-12,253.712E-12,218.082E-12,202.350E-12,209.105E-12,307.154E-12,253.615E-12,217.851E-12,201.721E-12,207.085E-12,307.126E-12,253.559E-12,217.711E-12,201.140E-12,205.691E-12,307.110E-12,253.527E-12,217.612E-12,200.817E-12,204.674E-12,307.099E-12,253.502E-12,217.539E-12,200.573E-12,203.902E-12
2.23872,326.147E-12,277.146E-12,245.711E-12,242.599E-12,286.818E-12,306.001E-12,253.845E-12,220.082E-12,208.926E-12,228.528E-12,304.234E-12,251.588E-12,216.979E-12,203.227E-12,215.687E-12,303.844E-12,251.051E-12,216.075E-12,201.238E-12,210.114E-12,303.715E-12,250.850E-12,215.667E-12,200.188E-12,206.984E-12,303.661E-12,250.754E-12,215.438E-12,199.565E-12,204.988E-12,303.633E-12,250.699E-12,215.299E-12,198.990E-12,203.610E-12,303.617E-12,250.666E-12,215.200E-12,198.670E-12,202.604E-12,303.606E-12,250.641E-12,215.128E-12,198.428E-12,201.840E-12
2.29087,322.439E-12,274.019E-12,242.985E-12,239.978E-12,283.776E-12,302.523E-12,250.984E-12,217.648E-12,206.692E-12,226.174E-12,300.776E-12,248.753E-12,214.579E-12,201.058E-12,213.488E-12,300.390E-12,248.221E-12,213.685E-12,199.091E-12,207.983E-12,300.262E-12,248.022E-12,213.281E-12,198.052E-12,204.890E-12,300.208E-12,247.926E-12,213.053E-12,197.435E-12,202.917E-12,300.180E-12,247.871E-12,212.916E-12,196.866E-12,201.555E-12,300.164E-12,247.838E-12,212.817E-12,196.549E-12,200.561E-12,300.153E-12,247.814E-12,212.745E-12,196.310E-12,199.806E-12
2.34423,318.773E-12,270.929E-12,240.291E-12,237.389E-12,280.772E-12,299.085E-12,248.157E-12,215.243E-12,204.485E-12,223.849E-12,297.357E-12,245.950E-12,212.208E-12,198.915E-12,211.317E-12,296.975E-12,245.424E-12,211.323E-12,196.970E-12,205.879E-12,296.848E-12,245.226E-12,210.922E-12,195.942E-12,202.822E-12,296.795E-12,245.131E-12,210.697E-12,195.332E-12,200.873E-12,296.767E-12,245.076E-12,210.560E-12,194.768E-12,199.526E-12,296.751E-12,245.044E-12,210.462E-12,194.454E-12,198.544E-12,296.740E-12,245.019E-12,210.391E-12,194.217E-12,197.797E-12
2.39883,315.150E-12,267.874E-12,237.630E-12,234.831E-12,277.804E-12,295.687E-12,245.363E-12,212.867E-12,202.305E-12,221.553E-12,293.978E-12,243.181E-12,209.866E-12,196.799E-12,209.174E-12,293.600E-12,242.659E-12,208.989E-12,194.875E-12,203.801E-12,293.474E-12,242.463E-12,208.592E-12,193.858E-12,200.782E-12,293.421E-12,242.368E-12,208.369E-12,193.254E-12,198.855E-12,293.393E-12,242.314E-12,208.233E-12,192.696E-12,197.524E-12,293.377E-12,242.281E-12,208.136E-12,192.385E-12,196.553E-12,293.366E-12,242.257E-12,208.064E-12,192.150E-12,195.814E-12
2.45471,311.568E-12,264.855E-12,234.999E-12,232.305E-12,274.873E-12,292.328E-12,242.601E-12,210.518E-12,200.152E-12,219.287E-12,290.638E-12,240.443E-12,207.550E-12,194.708E-12,207.058E-12,290.264E-12,239.927E-12,206.683E-12,192.806E-12,201.750E-12,290.139E-12,239.732E-12,206.290E-12,191.799E-12,198.767E-12,290.086E-12,239.638E-12,206.068E-12,191.201E-12,196.863E-12,290.058E-12,239.584E-12,205.933E-12,190.649E-12,195.548E-12,290.042E-12,239.551E-12,205.836E-12,190.341E-12,194.587E-12,290.031E-12,239.527E-12,205.765E-12,190.108E-12,193.857E-12
2.51189,308.027E-12,261.871E-12,232.400E-12,229.808E-12,271.979E-12,289.007E-12,239.872E-12,208.198E-12,198.025E-12,217.049E-12,287.337E-12,237.737E-12,205.263E-12,192.644E-12,204.969E-12,286.966E-12,237.226E-12,204.404E-12,190.763E-12,199.726E-12,286.842E-12,237.033E-12,204.014E-12,189.766E-12,196.778E-12,286.789E-12,236.940E-12,203.794E-12,189.174E-12,194.897E-12,286.762E-12,236.886E-12,203.660E-12,188.628E-12,193.596E-12,286.745E-12,236.853E-12,203.564E-12,188.322E-12,192.647E-12,286.734E-12,236.828E-12,203.494E-12,188.091E-12,191.925E-12
2.57040,304.528E-12,258.922E-12,229.832E-12,227.343E-12,269.120E-12,285.725E-12,237.174E-12,205.905E-12,195.924E-12,214.840E-12,284.073E-12,235.063E-12,203.002E-12,190.604E-12,202.906E-12,283.706E-12,234.557E-12,202.153E-12,188.744E-12,197.728E-12,283.583E-12,234.366E-12,201.766E-12,187.758E-12,194.815E-12,283.531E-12,234.272E-12,201.548E-12,187.172E-12,192.956E-12,283.503E-12,234.219E-12,201.415E-12,186.631E-12,191.671E-12,283.487E-12,234.186E-12,201.319E-12,186.328E-12,190.732E-12,283.475E-12,234.161E-12,201.249E-12,186.099E-12,190.018E-12
2.63027,301.069E-12,256.007E-12,227.294E-12,224.907E-12,266.297E-12,282.481E-12,234.508E-12,203.640E-12,193.849E-12,212.659E-12,280.847E-12,232.420E-12,200.769E-12,188.590E-12,200.871E-12,280.484E-12,231.919E-12,199.928E-12,186.750E-12,195.755E-12,280.362E-12,231.729E-12,199.544E-12,185.775E-12,192.878E-12,280.310E-12,231.636E-12,199.328E-12,185.194E-12,191.040E-12,280.282E-12,231.583E-12,199.196E-12,184.659E-12,189.770E-12,280.266E-12,231.550E-12,199.100E-12,184.358E-12,188.842E-12,280.254E-12,231.525E-12,199.030E-12,184.131E-12,188.136E-12
2.69153,297.649E-12,253.126E-12,224.786E-12,222.501E-12,263.508E-12,279.275E-12,231.872E-12,201.401E-12,191.799E-12,210.506E-12,277.659E-12,229.807E-12,198.562E-12,186.601E-12,198.861E-12,277.299E-12,229.311E-12,197.729E-12,184.781E-12,193.808E-12,277.178E-12,229.123E-12,197.349E-12,183.816E-12,190.965E-12,277.126E-12,229.031E-12,197.134E-12,183.241E-12,189.149E-12,277.099E-12,228.977E-12,197.003E-12,182.711E-12,187.894E-12,277.082E-12,228.945E-12,196.908E-12,182.413E-12,186.976E-12,277.070E-12,228.920E-12,196.839E-12,182.188E-12,186.278E-12
2.75423,294.269E-12,250.279E-12,222.308E-12,220.124E-12,260.755E-12,276.105E-12,229.268E-12,199.189E-12,189.775E-12,208.380E-12,274.507E-12,227.225E-12,196.381E-12,184.636E-12,196.878E-12,274.151E-12,226.734E-12,195.557E-12,182.836E-12,191.886E-12,274.031E-12,226.547E-12,195.180E-12,181.881E-12,189.077E-12,273.979E-12,226.456E-12,194.967E-12,181.312E-12,187.283E-12,273.952E-12,226.402E-12,194.836E-12,180.787E-12,186.042E-12,273.935E-12,226.370E-12,194.742E-12,180.492E-12,185.134E-12,273.923E-12,226.345E-12,194.673E-12,180.269E-12,184.444E-12
2.81838,290.929E-12,247.465E-12,219.859E-12,217.777E-12,258.035E-12,272.972E-12,226.694E-12,197.003E-12,187.776E-12,206.282E-12,271.392E-12,224.674E-12,194.226E-12,182.695E-12,194.920E-12,271.039E-12,224.187E-12,193.410E-12,180.915E-12,189.989E-12,270.920E-12,224.002E-12,193.037E-12,179.970E-12,187.214E-12,270.868E-12,223.911E-12,192.825E-12,179.407E-12,185.441E-12,270.841E-12,223.857E-12,192.695E-12,178.887E-12,184.214E-12,270.824E-12,223.825E-12,192.602E-12,178.595E-12,183.317E-12,270.812E-12,223.800E-12,192.533E-12,178.373E-12,182.634E-12
2.88403,287.626E-12,244.683E-12,217.439E-12,215.458E-12,255.350E-12,269.875E-12,224.149E-12,194.844E-12,185.801E-12,204.210E-12,268.312E-12,222.152E-12,192.097E-12,180.779E-12,192.987E-12,267.963E-12,221.670E-12,191.289E-12,179.018E-12,188.117E-12,267.845E-12,221.486E-12,190.919E-12,178.083E-12,185.375E-12,267.793E-12,221.395E-12,190.709E-12,177.525E-12,183.623E-12,267.766E-12,221.342E-12,190.580E-12,177.010E-12,182.410E-12,267.749E-12,221.309E-12,190.487E-12,176.721E-12,181.524E-12,267.737E-12,221.285E-12,190.418E-12,176.501E-12,180.848E-12
2.95121,284.362E-12,241.934E-12,215.048E-12,213.167E-12,252.698E-12,266.814E-12,221.635E-12,192.710E-12,183.851E-12,202.165E-12,265.268E-12,219.659E-12,189.993E-12,178.886E-12,191.080E-12,264.923E-12,219.182E-12,189.193E-12,177.145E-12,186.269E-12,264.805E-12,218.999E-12,188.827E-12,176.219E-12,183.561E-12,264.754E-12,218.909E-12,188.618E-12,175.667E-12,181.829E-12,264.727E-12,218.856E-12,188.490E-12,175.157E-12,180.630E-12,264.710E-12,218.824E-12,188.397E-12,174.870E-12,179.754E-12,264.698E-12,218.799E-12,188.329E-12,174.652E-12,179.086E-12
3.01995,281.135E-12,239.217E-12,212.686E-12,210.905E-12,250.079E-12,263.788E-12,219.150E-12,190.602E-12,181.925E-12,200.146E-12,262.260E-12,217.196E-12,187.915E-12,177.017E-12,189.197E-12,261.917E-12,216.723E-12,187.123E-12,175.295E-12,184.446E-12,261.801E-12,216.542E-12,186.760E-12,174.379E-12,181.770E-12,261.750E-12,216.452E-12,186.552E-12,173.832E-12,180.059E-12,261.723E-12,216.399E-12,186.425E-12,173.327E-12,178.874E-12,261.706E-12,216.367E-12,186.332E-12,173.042E-12,178.007E-12,261.694E-12,216.342E-12,186.264E-12,172.827E-12,177.347E-12
3.09030,277.946E-12,236.532E-12,210.352E-12,208.670E-12,247.493E-12,260.797E-12,216.694E-12,188.519E-12,180.023E-12,198.154E-12,259.286E-12,214.761E-12,185.861E-12,175.171E-12,187.339E-12,258.947E-12,214.293E-12,185.077E-12,173.468E-12,182.646E-12,258.831E-12,214.113E-12,184.717E-12,172.561E-12,180.002E-12,258.780E-12,214.024E-12,184.511E-12,172.019E-12,178.312E-12,258.753E-12,213.971E-12,184.384E-12,171.520E-12,177.140E-12,258.736E-12,213.938E-12,184.292E-12,171.238E-12,176.283E-12,258.724E-12,213.913E-12,184.224E-12,171.023E-12,175.630E-12
3.16228,274.794E-12,233.878E-12,208.045E-12,206.463E-12,244.940E-12,257.841E-12,214.266E-12,186.460E-12,178.145E-12,196.187E-12,256.346E-12,212.355E-12,183.832E-12,173.348E-12,185.506E-12,256.010E-12,211.891E-12,183.056E-12,171.664E-12,180.870E-12,255.896E-12,211.713E-12,182.698E-12,170.766E-12,178.258E-12,255.845E-12,211.624E-12,182.494E-12,170.230E-12,176.587E-12,255.818E-12,211.571E-12,182.368E-12,169.735E-12,175.430E-12,255.801E-12,211.538E-12,182.277E-12,169.455E-12,174.582E-12,255.788E-12,211.513E-12,182.209E-12,169.243E-12,173.937E-12
3.23594,271.678E-12,231.255E-12,205.766E-12,204.283E-12,242.419E-12,254.919E-12,211.867E-12,184.427E-12,176.290E-12,194.246E-12,253.440E-12,209.976E-12,181.827E-12,171.548E-12,183.696E-12,253.108E-12,209.518E-12,181.059E-12,169.882E-12,179.117E-12,252.994E-12,209.340E-12,180.704E-12,168.994E-12,176.537E-12,252.944E-12,209.252E-12,180.502E-12,168.462E-12,174.886E-12,252.916E-12,209.199E-12,180.376E-12,167.972E-12,173.742E-12,252.899E-12,209.166E-12,180.285E-12,167.695E-12,172.904E-12,252.887E-12,209.141E-12,180.217E-12,167.484E-12,172.265E-12
3.31131,268.598E-12,228.663E-12,203.515E-12,202.130E-12,239.929E-12,252.031E-12,209.497E-12,182.418E-12,174.458E-12,192.330E-12,250.568E-12,207.626E-12,179.846E-12,169.770E-12,181.910E-12,250.239E-12,207.172E-12,179.085E-12,168.123E-12,177.388E-12,250.126E-12,206.996E-12,178.734E-12,167.244E-12,174.839E-12,250.076E-12,206.908E-12,178.533E-12,166.717E-12,173.207E-12,250.049E-12,206.855E-12,178.408E-12,166.232E-12,172.076E-12,250.031E-12,206.822E-12,178.317E-12,165.957E-12,171.248E-12,250.019E-12,206.797E-12,178.250E-12,165.748E-12,170.616E-12
3.38844,265.553E-12,226.101E-12,201.290E-12,200.004E-12,237.471E-12,249.176E-12,207.153E-12,180.433E-12,172.650E-12,190.439E-12,247.730E-12,205.303E-12,177.889E-12,168.015E-12,180.148E-12,247.404E-12,204.853E-12,177.136E-12,166.385E-12,175.681E-12,247.291E-12,204.678E-12,176.788E-12,165.516E-12,173.164E-12,247.241E-12,204.591E-12,176.588E-12,164.994E-12,171.551E-12,247.214E-12,204.538E-12,176.463E-12,164.513E-12,170.433E-12,247.196E-12,204.505E-12,176.373E-12,164.241E-12,169.614E-12,247.184E-12,204.480E-12,176.306E-12,164.033E-12,168.989E-12
3.46737,262.544E-12,223.569E-12,199.092E-12,197.904E-12,235.044E-12,246.354E-12,204.838E-12,178.472E-12,170.864E-12,188.573E-12,244.924E-12,203.008E-12,175.956E-12,166.282E-12,178.409E-12,244.601E-12,202.562E-12,175.210E-12,164.670E-12,173.998E-12,244.489E-12,202.388E-12,174.864E-12,163.809E-12,171.510E-12,244.439E-12,202.301E-12,174.666E-12,163.292E-12,169.917E-12,244.412E-12,202.249E-12,174.542E-12,162.816E-12,168.812E-12,244.394E-12,202.216E-12,174.452E-12,162.546E-12,168.002E-12,244.382E-12,202.190E-12,174.385E-12,162.340E-12,167.384E-12
3.54813,259.570E-12,221.066E-12,196.920E-12,195.830E-12,232.648E-12,243.565E-12,202.549E-12,176.534E-12,169.100E-12,186.731E-12,242.150E-12,200.739E-12,174.046E-12,164.571E-12,176.693E-12,241.830E-12,200.297E-12,173.307E-12,162.976E-12,172.336E-12,241.720E-12,200.125E-12,172.964E-12,162.124E-12,169.879E-12,241.670E-12,200.038E-12,172.767E-12,161.612E-12,168.305E-12,241.642E-12,199.986E-12,172.644E-12,161.141E-12,167.212E-12,241.625E-12,199.953E-12,172.554E-12,160.873E-12,166.411E-12,241.612E-12,199.927E-12,172.488E-12,160.669E-12,165.801E-12
3.63078,256.630E-12,218.593E-12,194.774E-12,193.782E-12,230.283E-12,240.808E-12,200.287E-12,174.620E-12,167.358E-12,184.914E-12,239.409E-12,198.497E-12,172.158E-12,162.881E-12,175.000E-12,239.092E-12,198.059E-12,171.427E-12,161.304E-12,170.697E-12,238.982E-12,197.888E-12,171.087E-12,160.460E-12,168.270E-12,238.932E-12,197.802E-12,170.891E-12,159.953E-12,166.714E-12,238.905E-12,197.749E-12,170.769E-12,159.486E-12,165.634E-12,238.887E-12,197.716E-12,170.679E-12,159.220E-12,164.842E-12,238.875E-12,197.691E-12,170.613E-12,159.018E-12,164.238E-12
3.71535,253.724E-12,216.149E-12,192.654E-12,191.759E-12,227.947E-12,238.083E-12,198.052E-12,172.729E-12,165.639E-12,183.120E-12,236.699E-12,196.281E-12,170.294E-12,161.212E-12,173.330E-12,236.385E-12,195.847E-12,169.569E-12,159.652E-12,169.080E-12,236.276E-12,195.678E-12,169.232E-12,158.817E-12,166.682E-12,236.227E-12,195.591E-12,169.038E-12,158.315E-12,165.144E-12,236.199E-12,195.539E-12,168.916E-12,157.853E-12,164.077E-12,236.181E-12,195.506E-12,168.827E-12,157.589E-12,163.294E-12,236.169E-12,195.480E-12,168.761E-12,157.388E-12,162.697E-12
3.80189,250.852E-12,213.733E-12,190.559E-12,189.761E-12,225.642E-12,235.390E-12,195.843E-12,170.861E-12,163.941E-12,181.350E-12,234.021E-12,194.091E-12,168.452E-12,159.565E-12,171.681E-12,233.710E-12,193.662E-12,167.734E-12,158.022E-12,167.484E-12,233.601E-12,193.493E-12,167.400E-12,157.195E-12,165.116E-12,233.552E-12,193.407E-12,167.207E-12,156.698E-12,163.596E-12,233.525E-12,193.355E-12,167.086E-12,156.240E-12,162.541E-12,233.507E-12,193.322E-12,166.997E-12,155.978E-12,161.767E-12,233.494E-12,193.296E-12,166.931E-12,155.779E-12,161.176E-12
3.89045,248.012E-12,211.346E-12,188.490E-12,187.789E-12,223.365E-12,232.728E-12,193.660E-12,169.015E-12,162.265E-12,179.604E-12,231.373E-12,191.927E-12,166.632E-12,157.939E-12,170.055E-12,231.065E-12,191.502E-12,165.921E-12,156.412E-12,165.910E-12,230.958E-12,191.334E-12,165.590E-12,155.594E-12,163.570E-12,230.908E-12,191.248E-12,165.398E-12,155.101E-12,162.069E-12,230.881E-12,191.196E-12,165.277E-12,154.647E-12,161.026E-12,230.863E-12,191.163E-12,165.189E-12,154.388E-12,160.261E-12,230.850E-12,191.137E-12,165.123E-12,154.190E-12,159.677E-12
3.98107,245.206E-12,208.987E-12,186.446E-12,185.841E-12,221.118E-12,230.096E-12,191.503E-12,167.192E-12,160.610E-12,177.881E-12,228.757E-12,189.789E-12,164.835E-12,156.333E-12,168.451E-12,228.452E-12,189.367E-12,164.131E-12,154.823E-12,164.358E-12,228.345E-12,189.200E-12,163.802E-12,154.013E-12,162.046E-12,228.296E-12,189.115E-12,163.611E-12,153.525E-12,160.563E-12,228.268E-12,189.063E-12,163.491E-12,153.075E-12,159.532E-12,228.250E-12,189.029E-12,163.403E-12,152.818E-12,158.775E-12,228.237E-12,189.003E-12,163.337E-12,152.621E-12,158.197E-12
4.07380,242.432E-12,206.655E-12,184.426E-12,183.917E-12,218.900E-12,227.495E-12,189.371E-12,165.390E-12,158.976E-12,176.180E-12,226.170E-12,187.675E-12,163.059E-12,154.748E-12,166.868E-12,225.868E-12,187.257E-12,162.361E-12,153.254E-12,162.826E-12,225.762E-12,187.092E-12,162.035E-12,152.452E-12,160.543E-12,225.713E-12,187.007E-12,161.845E-12,151.968E-12,159.077E-12,225.685E-12,186.955E-12,161.726E-12,151.523E-12,158.058E-12,225.667E-12,186.921E-12,161.638E-12,151.268E-12,157.310E-12,225.654E-12,186.895E-12,161.573E-12,151.073E-12,156.738E-12
4.16869,239.691E-12,204.351E-12,182.430E-12,182.018E-12,216.711E-12,224.925E-12,187.264E-12,163.611E-12,157.363E-12,174.503E-12,223.614E-12,185.586E-12,161.305E-12,153.183E-12,165.307E-12,223.315E-12,185.172E-12,160.614E-12,151.705E-12,161.315E-12,223.209E-12,185.008E-12,160.290E-12,150.911E-12,159.059E-12,223.160E-12,184.923E-12,160.101E-12,150.432E-12,157.611E-12,223.132E-12,184.871E-12,159.982E-12,149.991E-12,156.604E-12,223.114E-12,184.837E-12,159.895E-12,149.737E-12,155.864E-12,223.101E-12,184.811E-12,159.829E-12,149.544E-12,155.299E-12
4.26580,236.981E-12,202.074E-12,180.459E-12,180.143E-12,214.549E-12,222.384E-12,185.182E-12,161.853E-12,155.770E-12,172.848E-12,221.087E-12,183.522E-12,159.571E-12,151.638E-12,163.767E-12,220.791E-12,183.112E-12,158.887E-12,150.176E-12,159.825E-12,220.686E-12,182.948E-12,158.566E-12,149.390E-12,157.597E-12,220.637E-12,182.864E-12,158.378E-12,148.915E-12,156.165E-12,220.609E-12,182.812E-12,158.260E-12,148.478E-12,155.170E-12,220.591E-12,182.778E-12,158.173E-12,148.227E-12,154.438E-12,220.577E-12,182.752E-12,158.107E-12,148.034E-12,153.879E-12
4.36516,234.303E-12,199.824E-12,178.512E-12,178.291E-12,212.416E-12,219.872E-12,183.124E-12,160.117E-12,154.198E-12,171.215E-12,218.590E-12,181.482E-12,157.860E-12,150.112E-12,162.248E-12,218.296E-12,181.076E-12,157.182E-12,148.666E-12,158.355E-12,218.191E-12,180.913E-12,156.863E-12,147.888E-12,156.154E-12,218.143E-12,180.829E-12,156.677E-12,147.418E-12,154.740E-12,218.115E-12,180.777E-12,156.559E-12,146.985E-12,153.756E-12,218.097E-12,180.743E-12,156.472E-12,146.735E-12,153.032E-12,218.083E-12,180.717E-12,156.406E-12,146.544E-12,152.479E-12
4.46684,231.655E-12,197.600E-12,176.588E-12,176.462E-12,210.310E-12,217.390E-12,181.091E-12,158.401E-12,152.645E-12,169.604E-12,216.122E-12,179.467E-12,156.168E-12,148.607E-12,160.749E-12,215.830E-12,179.063E-12,155.497E-12,147.176E-12,156.905E-12,215.726E-12,178.902E-12,155.180E-12,146.406E-12,154.731E-12,215.678E-12,178.818E-12,154.995E-12,145.939E-12,153.334E-12,215.650E-12,178.766E-12,154.878E-12,145.510E-12,152.361E-12,215.632E-12,178.732E-12,154.791E-12,145.263E-12,151.646E-12,215.618E-12,178.706E-12,154.726E-12,145.074E-12,151.098E-12
4.57088,229.038E-12,195.402E-12,174.687E-12,174.657E-12,208.232E-12,214.937E-12,179.081E-12,156.707E-12,151.113E-12,168.015E-12,213.682E-12,177.475E-12,154.498E-12,147.121E-12,159.271E-12,213.393E-12,177.075E-12,153.832E-12,145.705E-12,155.475E-12,213.290E-12,176.915E-12,153.518E-12,144.943E-12,153.328E-12,213.241E-12,176.831E-12,153.334E-12,144.480E-12,151.947E-12,213.214E-12,176.779E-12,153.217E-12,144.055E-12,150.985E-12,213.195E-12,176.745E-12,153.131E-12,143.810E-12,150.278E-12,213.181E-12,176.718E-12,153.066E-12,143.622E-12,149.737E-12
4.67735,226.452E-12,193.230E-12,172.810E-12,172.875E-12,206.181E-12,212.512E-12,177.096E-12,155.033E-12,149.601E-12,166.447E-12,211.270E-12,175.506E-12,152.848E-12,145.654E-12,157.814E-12,210.984E-12,175.110E-12,152.188E-12,144.253E-12,154.065E-12,210.881E-12,174.951E-12,151.877E-12,143.498E-12,151.944E-12,210.833E-12,174.867E-12,151.694E-12,143.040E-12,150.580E-12,210.805E-12,174.815E-12,151.577E-12,142.619E-12,149.629E-12,210.786E-12,174.781E-12,151.491E-12,142.375E-12,148.930E-12,210.773E-12,174.754E-12,151.426E-12,142.188E-12,148.394E-12
4.78630,223.896E-12,191.084E-12,170.955E-12,171.115E-12,204.156E-12,210.115E-12,175.134E-12,153.380E-12,148.108E-12,164.900E-12,208.887E-12,173.561E-12,151.218E-12,144.205E-12,156.376E-12,208.603E-12,173.168E-12,150.565E-12,142.820E-12,152.675E-12,208.501E-12,173.010E-12,150.255E-12,142.073E-12,150.580E-12,208.453E-12,172.927E-12,150.073E-12,141.618E-12,149.231E-12,208.425E-12,172.875E-12,149.957E-12,141.201E-12,148.292E-12,208.406E-12,172.840E-12,149.871E-12,140.959E-12,147.600E-12,208.392E-12,172.814E-12,149.806E-12,140.774E-12,147.070E-12
4.89779,221.369E-12,188.963E-12,169.123E-12,169.377E-12,202.158E-12,207.746E-12,173.195E-12,151.747E-12,146.634E-12,163.375E-12,206.531E-12,171.639E-12,149.608E-12,142.776E-12,154.958E-12,206.250E-12,171.249E-12,148.960E-12,141.406E-12,151.303E-12,206.148E-12,171.092E-12,148.653E-12,140.665E-12,149.234E-12,206.100E-12,171.009E-12,148.472E-12,140.215E-12,147.902E-12,206.072E-12,170.957E-12,148.357E-12,139.801E-12,146.973E-12,206.053E-12,170.923E-12,148.271E-12,139.561E-12,146.289E-12,206.039E-12,170.896E-12,148.206E-12,139.377E-12,145.765E-12
5.01187,218.872E-12,186.867E-12,167.313E-12,167.662E-12,200.186E-12,205.404E-12,171.278E-12,150.134E-12,145.180E-12,161.871E-12,204.202E-12,169.739E-12,148.017E-12,141.365E-12,153.560E-12,203.924E-12,169.353E-12,147.376E-12,140.010E-12,149.951E-12,203.823E-12,169.196E-12,147.071E-12,139.276E-12,147.907E-12,203.775E-12,169.114E-12,146.891E-12,138.830E-12,146.591E-12,203.747E-12,169.062E-12,146.776E-12,138.420E-12,145.672E-12,203.728E-12,169.027E-12,146.690E-12,138.182E-12,144.996E-12,203.713E-12,169.000E-12,146.626E-12,137.999E-12,144.478E-12
